UniqueCount	AmbigCount
0	60
0	60
0	60
5	2002
0	2003
3	2003
0	0
0	0
2057	0
0	3112
0	2624
0	2559
0	2830
0	2691
1	3112
0	2695
0	3112
0	2878
0	2693
0	2865
0	2672
0	3112
0	2916
0	2665
0	0
3	0
0	1211
0	1212
0	1207
0	1212
0	1212
0	1212
0	1212
0	577
2	1212
0	1212
804	1190
0	1190
27	0
0	152
4	152
0	4865
920	4865
2099	0
0	1324
0	1219
0	1336
0	1336
0	1232
0	1534
1	1537
0	1537
0	1347
78	11
1788	0
2131	0
462	0
0	859
0	620
0	0
0	623
0	541
0	788
0	828
0	708
0	828
0	854
0	671
0	682
0	684
0	829
0	688
0	839
3	859
0	859
0	711
0	802
0	847
0	848
0	670
1	0
1875	19907
92	20006
5	112
11	19908
2361	0
1	4
0	4
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
368	0
1869	0
7	62
0	60
0	62
0	38
0	34
0	49
0	34
0	34
0	42
0	57
0	59
0	57
0	57
0	47
0	46
0	36
0	36
0	57
0	36
0	46
0	35
7699	0
0	2898
150	2898
265	5232
0	5232
10	760
0	760
0	139
11	10933
0	10584
0	10742
0	10321
0	10623
0	10846
0	10932
5	10511
0	0
2947	0
8	0
443	0
1	664
0	641
0	663
0	660
0	643
0	649
0	625
0	662
0	635
0	661
0	664
0	661
0	618
0	661
0	662
0	660
0	5076
343	5076
0	1389
0	1451
5	1451
361	6
0	3
0	3
0	0
1	304
0	304
14	0
0	125
0	125
0	124
0	124
0	123
0	124
0	124
0	124
0	124
0	124
0	124
0	124
0	124
0	124
0	125
0	124
1210	0
0	3925
23	3952
0	2768
0	3952
0	3020
1952	0
0	457
189	551
285	2154
0	2154
3298	0
0	81
0	81
4917	0
2	0
0	11
0	11
0	1
0	1
0	0
0	0
1150	0
0	0
5	719
0	205
0	260
0	719
0	137
0	137
0	0
7487	0
1	0
3754	0
2221	0
2123	0
1058	0
4	43
1	43
179	172
1	0
20	2371
0	2371
35	1
5111	0
3530	0
30	258
0	249
0	258
0	249
11	0
2	0
62	35
104	1
23	0
0	0
0	0
0	0
21	0
1674	0
42	1400
0	1348
0	1366
0	4107
4	4107
0	4101
0	2016
0	1980
0	1976
0	1974
0	1938
0	1934
21	0
12	503
0	457
0	459
0	503
0	503
5	354
0	229
27	764
0	764
0	38
0	38
0	38
0	38
3761	0
1	1242
0	1242
2011	5
44	119
0	119
0	117
122	0
0	0
0	726
5	726
16	6
227	0
3	0
2390	0
1506	168
0	0
9	524
0	467
0	523
0	187
0	192
5	192
692	8
4907	0
43	0
49	0
0	6
0	6
1168	2422
0	186
0	2422
0	6309
0	6556
0	16835
0	17082
0	1399
0	1629
0	3810
0	4057
0	7820
0	8067
0	571
0	558
4	344
0	331
0	108
0	364
0	847
7	847
1	5801
29	5801
709	930
0	930
2203	0
29398	0
1	0
1651	0
0	3687
0	3702
0	3702
0	3674
0	3612
0	3579
1	0
0	15227
155	15227
0	14693
0	14048
0	14147
0	5243
2	326
69	4599
0	4037
0	4287
0	3832
24	834
0	834
0	0
3	4608
0	4432
0	4601
0	4434
0	4608
0	2648
0	4601
32	126
73	2293
0	2293
3	0
483	0
124	760
13	760
1203	1214
0	1199
6389	0
73	161
0	161
0	1712
0	1712
312	0
0	1
0	1
12	0
0	414
0	414
0	414
0	414
3389	7
150	0
0	4
0	4
0	4
0	4
500	11826
0	11826
0	755
0	756
0	773
0	774
0	848
0	849
964	0
45	0
12	0
264	0
627	0
1683	0
41	421
0	421
0	374
119	2287
0	2284
0	2279
0	2287
135	7561
0	7561
0	7525
31	7656
0	7656
5	0
9	20
0	2668
12	2668
0	704
14	0
0	2
0	2
793	0
0	2162
0	2119
0	2081
0	2111
0	2112
0	2162
0	2130
0	2117
0	2161
0	2162
0	2098
0	2158
0	2162
0	2004
0	4191
2	4222
0	4177
0	4222
0	4201
0	2316
857	1
4643	0
31	237
30	264
1340	0
0	1527
0	1527
0	1526
0	1527
0	1521
0	1403
0	1077
0	1142
0	744
0	1527
0	1527
0	949
0	1527
0	1526
0	870
0	1389
0	306
0	118
0	156
0	286
0	153
0	265
0	138
0	158
0	156
0	146
0	115
49	6
936	294
1	294
0	25
0	25
49	20
20	0
0	545
0	523
0	522
0	536
0	513
0	546
0	546
0	499
0	506
0	513
0	491
0	490
0	504
0	481
0	514
0	514
0	467
0	474
0	422
0	431
0	454
0	463
0	3
0	3
0	3
0	3
0	2
9	0
4	0
0	783
26	783
