UniqueCount	AmbigCount
3	40
0	39
0	40
5	2752
1	2753
7	2752
1	0
0	0
2005	0
0	2819
0	2381
0	2329
0	2576
0	2450
6	2820
0	2452
0	2820
0	2614
0	2451
0	2608
0	2424
0	2818
0	2641
0	2417
0	0
7	0
0	687
0	691
0	685
0	692
0	691
0	691
0	691
0	301
0	692
0	691
122	435
0	435
27	0
0	162
1	162
0	3627
667	3627
1869	0
0	760
0	702
0	762
0	762
0	704
0	905
0	906
0	906
0	786
87	22
1207	0
1165	0
1043	0
0	438
0	321
0	0
0	323
0	280
0	408
0	419
0	373
0	420
0	437
0	349
0	353
0	355
0	420
0	360
0	430
8	438
0	437
0	375
0	410
0	433
0	434
0	347
0	0
2783	28193
37	28283
24	107
19	28193
3217	0
1	5
0	5
27	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
228	0
511	0
2	55
0	54
0	55
0	41
0	36
0	46
0	37
0	36
0	41
0	50
0	50
0	50
0	50
0	45
0	43
0	38
0	38
0	50
0	38
0	43
0	38
6879	0
0	2427
38	2427
202	4329
0	4329
5	289
0	289
0	39
9	9481
0	9215
0	9327
0	9024
0	9268
0	9418
0	9478
7	9180
0	0
2652	0
5	0
236	0
0	488
0	460
0	488
0	484
0	461
0	466
0	452
0	488
0	458
0	484
0	488
0	484
0	447
0	486
0	486
0	482
0	4947
398	4947
0	806
0	847
2	847
291	5
0	2
0	2
2	0
2	108
0	108
10	0
3	539
0	539
0	537
0	537
0	524
0	537
0	537
0	534
0	537
0	536
0	538
0	537
0	536
0	537
0	538
0	537
772	0
0	3863
17	3892
0	2717
0	3892
0	2983
1297	0
0	42
9	45
162	1079
0	1079
2582	0
0	229
3	229
4146	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
668	0
0	0
0	244
0	83
0	106
0	244
0	138
0	138
0	0
4864	0
3	0
2328	0
1919	0
1398	0
650	0
2	29
0	29
136	104
3	0
12	1280
0	1280
53	0
8270	0
2325	0
2	33
0	32
0	33
0	32
17	0
11	0
68	30
54	1
24	0
9	0
0	0
0	0
9	0
1220	0
57	469
0	431
0	433
0	3507
2	3507
0	3505
0	1246
0	1215
0	1209
0	1180
0	1149
0	1143
47	0
15	509
0	459
0	463
0	509
0	508
0	361
2	236
26	506
0	506
0	4
0	4
0	4
0	4
2258	0
0	409
0	409
1536	1
11	20
0	20
0	20
71	0
0	0
0	874
4	874
8	2
83	0
1	1
2623	0
908	188
0	0
4	326
0	299
0	326
0	627
0	641
49	641
276	2
2097	0
38	0
48	0
0	13
0	13
863	1834
0	174
0	1834
0	5402
0	5603
0	13870
0	14071
0	1282
0	1461
0	3343
0	3544
0	6534
0	6735
0	338
0	327
6	232
0	221
0	74
0	202
0	1163
1	1163
2	4897
17	4897
510	661
1	661
1711	0
22343	1
3	0
956	2
0	1979
0	1997
0	1997
0	1966
0	1913
0	1908
0	0
0	27114
331	27114
0	26273
0	25101
0	25317
0	9183
3	148
32	2050
0	1805
0	1912
0	1709
5	183
0	183
3	0
6	4076
0	3941
0	4073
0	3940
0	4076
0	2272
0	4072
63	119
43	1502
0	1502
0	0
592	0
194	697
7	697
1039	985
0	963
5250	0
29	45
0	45
0	934
2	934
137	0
0	1
0	1
8	0
0	633
0	633
0	633
0	633
2972	0
154	0
0	2
0	2
0	2
0	1
397	9994
0	9994
0	1783
0	1784
0	1769
0	1770
0	1969
0	1970
611	0
87	0
8	0
128	0
354	0
1469	0
28	293
0	293
0	271
101	1737
0	1733
0	1727
0	1737
104	6849
0	6849
0	6818
47	6985
0	6985
0	1
11	40
0	2634
2	2634
0	691
15	0
0	3
0	3
484	0
1	784
0	756
0	736
0	744
0	745
0	784
0	758
0	753
0	784
0	784
0	738
0	783
0	784
0	708
0	2299
4	2317
0	2293
0	2317
0	2302
0	1258
234	2
2968	0
36	297
37	331
477	0
0	1695
0	1695
0	1694
0	1694
0	1687
0	1545
0	1212
0	1296
0	915
0	1694
0	1694
0	1119
0	1694
0	1694
0	1047
0	1534
0	342
0	129
0	153
0	323
0	146
0	282
0	131
0	155
0	152
0	131
0	129
50	8
658	202
0	202
0	38
0	38
125	40
18	0
0	269
0	260
0	260
0	265
0	259
0	270
0	270
0	257
0	258
0	249
0	240
0	240
0	245
0	239
0	250
0	250
0	237
0	238
0	210
0	218
0	230
0	238
0	1
0	1
0	1
0	1
0	1
16	0
4	0
0	223
7	223
0	5037
0	5027
0	5038
0	5026
0	5015
13	5038
0	5001
0	5035
0	4952
0	4923
0	5019
2311	0
390	0
1	0
8	1
51	0
5	0
4622	0
0	4650
0	4625
0	4652
1	4653
0	4652
0	4653
115	1513
0	1513
277	0
3	0
106	22
1497	0
49	0
0	217
9	217
0	35
875	405
0	330
44	124
607	0
2872	0
4	284
0	284
29	1
6586	0
20	928
0	928
3565	0
0	0
0	0
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	241
0	0
2405	178
378	1182
0	1182
0	22
0	22
0	22
0	22
0	22
0	0
2	0
1362	0
356	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
616	0
2214	0
370	418
0	418
1964	0
1815	0
968	0
1	606
0	624
2	625
0	625
2431	579
0	49
0	36
0	36
0	23
0	2
3278	7
2304	4
0	6
0	6
0	6
0	3
57	0
153	2100
0	2100
16	0
761	976
0	976
452	0
2	0
64	1732
0	1732
0	1563
0	1556
0	1564
5	9
1974	0
25	0
1318	0
7	0
23	1277
0	1249
0	1249
0	1249
0	1253
0	1245
0	1265
0	1237
0	1244
0	1237
0	1257
0	1235
0	1250
0	1234
0	1253
0	1249
0	1277
0	1253
0	1244
14	141
0	141
69	12
0	12
0	2544
0	2538
1	2547
0	2541
0	2538
0	29
0	29
0	121
0	121
1	121
61	0
1022	0
51	1004
0	954
0	1004
117	1795
0	1795
0	4
0	4
0	4
0	0
47	380
0	380
9	0
0	0
164	237
0	237
0	209
1	209
0	203
2	206
24	1566
0	1566
0	1516
6140	0
370	0
0	0
16	151
0	151
0	112
8	535
0	535
0	2238
4	2238
833	0
2580	1
57	938
0	938
418	8498
1	8006
0	8498
5297	0
0	10
0	25
0	25
0	2
0	2
0	2
535	0
35	380
0	380
0	0
4	0
7	394
0	394
913	0
8	104
0	104
0	104
72	1124
0	1124
0	1089
21	304
0	287
0	304
0	287
470	0
1	0
46	33
3	0
4	86
0	75
0	77
0	81
0	75
0	86
0	297
0	260
0	283
1	297
0	204
0	190
0	209
0	178
0	189
0	172
148	881
0	864
0	867
0	866
0	861
0	857
0	860
0	881
0	835
0	880
1024	0
0	2
0	2
0	0
0	32
0	24
0	32
0	32
0	33
0	32
0	24
0	25
0	33
0	30
161	17
0	0
3	1
925	0
0	6
0	6
0	1767
3	1767
0	1766
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
144	68
0	68
45	0
0	290
7	290
21	993
0	993
34	2029
0	2029
1	1394
43	1394
5	2408
0	2408
8	0
1088	0
6	1018
5	990
0	1018
0	1002
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	112
0	112
35	0
0	13
0	13
0	14
0	14
1304	0
278	0
0	580
5	580
0	573
116	402
0	402
611	0
136	0
329	0
5047	0
0	40
0	40
1731	0
33	0
60	0
0	0
0	0
45	2851
0	2851
0	6643
198	6643
375	0
1197	47776
0	47776
5	326
192	326
0	1550
0	1678
5	1678
35	1646
0	1646
0	1569
0	0
797	0
1	0
0	0
0	911
0	1629
2	1717
0	1692
0	1599
0	1625
0	1437
0	1519
0	1494
0	1410
0	1433
0	1109
0	1081
0	1105
0	4
0	4
15	12445
702	12445
0	8620
0	10873
0	10093
0	0
0	0
897	0
0	0
0	1086
62	1086
168	417
0	417
0	361
2	1348
0	1348
0	20
0	20
0	21
0	20
0	21
0	17
36	0
0	562
100	562
0	4588
27	4588
211	276
0	241
0	276
0	4518
0	4511
0	4511
0	4511
0	4511
0	4915
0	4908
0	4908
0	4908
0	4908
0	110
0	110
0	110
0	110
0	110
0	4399
0	4392
0	4392
0	4392
0	4392
0	6292
0	6285
0	6285
0	6285
0	6285
0	8281
0	8289
0	6826
0	6834
2	988
338	4260
0	4262
0	4262
0	3479
2	558
0	558
8	1
3	3267
0	3002
0	3267
0	3260
0	3265
0	91
0	91
0	91
0	91
0	62
0	90
2151	1227
0	1227
0	350
0	350
0	350
1	256
2	173
13	0
4	1895
1387	1896
29	0
40	3
0	492
0	243
0	440
0	496
0	493
3	496
0	446
0	490
0	496
14	5
0	5
20	2562
7	2562
0	3097
0	3097
0	3096
0	3096
0	3096
0	0
0	0
1519	0
13	1228
0	1228
11	1145
0	1093
0	1145
26	1497
0	1497
0	840
0	889
0	809
0	858
0	737
0	763
0	667
0	693
0	823
0	872
9	0
0	326
15	326
4	299
21	0
2741	0
23	1442
234	1442
0	1677
54	1677
0	422
0	426
2	426
0	417
0	431
0	348
0	340
0	334
0	435
0	435
0	376
0	366
0	401
0	381
0	433
7	435
0	426
0	288
0	334
0	322
