UniqueCount	AmbigCount
0	40
0	40
0	40
5	2599
0	2598
4	2599
0	0
0	0
1727	0
0	2618
0	2225
0	2181
0	2406
0	2290
4	2620
0	2293
0	2620
0	2443
0	2293
0	2439
0	2267
0	2616
0	2461
0	2265
0	0
4	0
0	651
0	654
0	649
0	654
0	653
0	654
0	654
0	291
0	654
0	653
118	339
0	339
24	0
0	133
6	133
0	3574
599	3574
1505	0
0	754
0	690
0	756
0	756
0	696
0	890
0	892
0	892
0	781
72	22
1059	0
1124	0
1123	0
0	379
0	273
0	0
0	275
0	241
0	356
0	368
0	323
0	368
0	377
0	301
0	308
0	313
0	368
0	316
0	369
5	379
0	378
0	326
0	360
0	372
0	372
0	298
0	0
2670	26507
24	26611
20	123
14	26508
3244	0
0	2
0	2
35	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
185	0
428	0
4	81
0	77
0	81
0	57
0	52
0	66
0	53
0	53
0	59
0	73
0	73
0	73
0	73
0	65
0	63
0	55
0	54
0	73
0	54
0	63
0	54
6270	0
0	2062
28	2062
151	3792
0	3792
5	210
0	210
0	35
4	8510
0	8242
0	8378
0	8020
0	8257
0	8454
0	8509
6	8161
0	0
2328	0
4	0
223	0
1	459
0	447
0	459
0	459
0	448
0	452
0	436
0	459
0	442
0	459
0	459
0	459
0	430
0	459
0	459
0	459
0	4667
372	4667
0	711
0	761
9	761
276	6
0	4
0	4
1	0
1	126
0	126
9	0
2	515
0	515
0	511
0	511
0	496
0	511
0	511
0	511
0	511
0	511
0	512
0	511
0	511
0	511
0	514
0	511
575	0
0	3431
20	3463
0	2263
0	3463
0	2489
1113	0
0	17
8	20
128	892
0	892
2322	0
0	272
0	272
3676	0
3	0
0	2
0	2
0	3
0	3
0	3
0	3
501	0
0	0
1	181
0	54
0	66
0	181
0	108
0	108
0	0
4446	0
5	0
2084	0
1800	0
1181	0
608	0
3	39
0	39
86	63
4	0
10	1082
0	1082
30	1
8187	1
2029	0
6	32
0	31
0	32
0	31
14	0
8	0
53	21
54	1
16	0
6	0
0	1
0	1
9	0
1115	0
67	388
0	346
0	350
0	2933
2	2933
0	2930
0	1055
0	1024
0	1023
0	1000
0	969
0	968
